fund,matched_fund,fund_confidence,form_d_firm_id,form_d_funds,cik_no_fund,form_adv_firm_id,form_adv_funds,crd_no_fund,firm_id
Earlens,,1.0,80352,Earlens,1490171.0,53912,,310188,
Tpeg Mt Cc Investors,,1.0,48664,Tpeg Mt Cc Investors,1773783.0,53912,,310188,
Choosing Therapy,,1.0,83684,Choosing Therapy,1813353.0,53912,,310188,
Abrams Bison Offshore Fund,,0.9999999999999999,30951,Abrams Bison Offshore Fund,1407832.0,53912,,310188,
Zalico Variable Series Ii Separate Account,,0.9999999999999999,58769,Zalico Variable Series Ii Separate Account,1167611.0,53912,,310188,
Leapfrog Emerging Consumer Fund Iv,,0.9999999999999998,155843,Leapfrog Emerging Consumer Fund Iv,1925592.0,53912,,310188,
Helios T Gravitics A Series Of Type One Ventures Syndicate,,0.9999999999999999,158831,Helios T Gravitics A Series Of Type One Ventures Syndicate,1919727.0,53912,,310188,
Prime Property Fund,India Property Fund Ii Pte,0.9068192184605743,29645,Prime Property Fund,1297275.0,9601,India Property Fund Ii Pte,166619,
Cbg Holdings,,1.0,30992,Cbg Holdings,1410384.0,53912,,310188,
Emerald Creek Capital Cayman Income Fund Iv, Capital Fund I,0.955972515199115,79409,Emerald Creek Capital Cayman Income Fund Iv,1652242.0,48944, Capital Fund I,300538,
Total Alternatives Fund B,Multi Alternative Opportunities Fund A,0.9226972650391241,44966,Total Alternatives Fund B,1766923.0,13253,Multi Alternative Opportunities Fund A,107105,246.0
Northwest Mills Specialty Grains Spc,,0.9999999999999999,74454,Northwest Mills Specialty Grains Spc,1717621.0,53912,,310188,
Tbc V,,1.0,137916,Tbc V,1901762.0,53912,,310188,
Momentum Alpha Fund,Ascension Alpha Fund,0.9741884498100529,158647,Momentum Alpha Fund,1845304.0,13253,Ascension Alpha Fund,107105,246.0
B Investors Offshore Slp,Fidelis Investors Offshore,0.8453461986393686,53096,B Investors Offshore Slp,1782166.0,3615,Fidelis Investors Offshore,107738,259.0
Biowish Technologies International,Disruptive Technology Solutions Biotechnology,0.8904720494617602,165968,Biowish Technologies International,1581101.0,22789,Disruptive Technology Solutions Biotechnology,164828,103094.0
Wefunds Female Founder I A Series Of Wefunder Portfolio,,0.9999999999999999,171110,Wefunds Female Founder I A Series Of Wefunder Portfolio,1949498.0,53912,,310188,
Tvision Insights,,1.0,38609,Tvision Insights,1686186.0,53912,,310188,
Dl Private Variable Account A,The Prudential Insurance Company Of America Variable Contract Account Gi Mat ,0.9704346902904064,65705,Dl Private Variable Account A,1628645.0,7609,The Prudential Insurance Company Of America Variable Contract Account Gi Mat ,105676,245.0
Battlebound,,1.0,150701,Battlebound,1917803.0,53912,,310188,
Tenable Holdings,Coin Capital Holdings,0.9781695911481709,37431,Tenable Holdings,1660280.0,45749,Coin Capital Holdings,289961,
Birchlane Credit Alternatives Feeder Fund,,0.9999999999999999,84810,Birchlane Credit Alternatives Feeder Fund,1813506.0,53912,,310188,
Leore Avidar Burst Iii A Series Of Leore Avidar Burst,,0.9999999999999999,120607,Leore Avidar Burst Iii A Series Of Leore Avidar Burst,1875166.0,53912,,310188,
Clogic,,1.0000000000000002,35340,Clogic,1599949.0,53912,,310188,
Wolfe Cre Fund ,,1.0,140258,Wolfe Cre Fund ,1905099.0,53912,,310188,
Gaingels Exosonic,,1.0,130293,Gaingels Exosonic,1889787.0,53912,,310188,
Adams Street Us Smb Fund Ii,Adams Street  Us Fund,0.656504617906165,76278,Adams Street Us Smb Fund Ii,1753164.0,12146,Adams Street  Us Fund,105496,98.0
Sediment Capital Investors,Gallant Capital Invest I,0.9000029523214473,50069,Sediment Capital Investors,1776441.0,47837,Gallant Capital Invest I,297344,
Castlelake Aviation Iv Stable Yield,,0.9999999999999998,68077,Castlelake Aviation Iv Stable Yield,1795700.0,53912,,310188,
Honte Lh Macro Onshore Fund,,1.0,42414,Honte Lh Macro Onshore Fund,1741197.0,53912,,310188,
Chp Cedar Spv,Cedar Fund,0.8335888582137303,90544,Chp Cedar Spv,1822843.0,39728,Cedar Fund,121746,
Laurel Snowmass Hotels,,0.9999999999999999,101981,Laurel Snowmass Hotels,1842790.0,53912,,310188,
Enterprise Community Opportunity Zone Fund Ii,Data Community Fund A Series Of Data Community Fund,0.9211774549854993,75378,Enterprise Community Opportunity Zone Fund Ii,1802187.0,51681,Data Community Fund A Series Of Data Community Fund,307053,
Sfc Foresta Fund,,1.0,54185,Sfc Foresta Fund,1649341.0,53912,,310188,
Healthcap Vii,Ervc Healthcare V,0.9015100073110833,62277,Healthcap Vii,1645161.0,28929,Ervc Healthcare V,163009,
Target Global Bsp,,1.0,119352,Target Global Bsp,1872819.0,53912,,310188,
Constellation Fund Spc Segregated Portfolio B,Map  Segregated Portfolio A Segregated Portfolio Of Lma Spc,0.680772457696766,33388,Constellation Fund Spc Segregated Portfolio B,1528531.0,47545,Map  Segregated Portfolio A Segregated Portfolio Of Lma Spc,298275,
Divergent Global Events Fund,The Palekana Global Event Driven Master Fund,0.9190123675086822,101902,Divergent Global Events Fund,1836289.0,61553,The Palekana Global Event Driven Master Fund,323420,
Nc Student Housing Portfolio Dst,,1.0,64575,Nc Student Housing Portfolio Dst,1791755.0,53912,,310188,
Western Wealth Capital Lxx Us Investor,,1.0,132188,Western Wealth Capital Lxx Us Investor,1884730.0,53912,,310188,
L Automation,,1.0,125682,L Automation,1882848.0,53912,,310188,
Rangeley Capital Partners,Engate Capital Partners,0.9115913559001596,30724,Rangeley Capital Partners,1392305.0,6544,Engate Capital Partners,167988,
Worldplay Communications,,1.0,107154,Worldplay Communications,1490458.0,53912,,310188,
Ingo Money,,1.0,161398,Ingo Money,1587976.0,53912,,310188,
Avg December  Total Access Fund A,,0.9999999999999999,140266,Avg December  Total Access Fund A,1905146.0,53912,,310188,
Moneyonmobile,,1.0,55116,Moneyonmobile,1414628.0,53912,,310188,
Hashwatt,,1.0,68638,Hashwatt,1785681.0,53912,,310188,
Loomis Sayles Absolute Strategies Trust,Boothbay Absolute Return Strategies,0.9396900900093146,33141,Loomis Sayles Absolute Strategies Trust,1518698.0,58821,Boothbay Absolute Return Strategies,318296,126719.0
Godspeed Imbellus,,0.9999999999999999,44132,Godspeed Imbellus,1763072.0,53912,,310188,
Ejf Debt Opportunities Offshore Fund,Oca Credit Opportunities Offshore Fund,0.7675840437085533,32438,Ejf Debt Opportunities Offshore Fund,1487109.0,5219,Oca Credit Opportunities Offshore Fund,144474,7907.0
Core Classic Fund Qp,,1.0,41383,Core Classic Fund Qp,1731609.0,53912,,310188,
Tribeca Esp Series Fund Maystreet Series A,,1.0,84904,Tribeca Esp Series Fund Maystreet Series A,1815238.0,53912,,310188,
Blackstone Maps Offshore Fund,Blackstone Pacific Opportunities Offshore E Master Fund,0.798337295088854,39479,Blackstone Maps Offshore Fund,1703416.0,5566,Blackstone Pacific Opportunities Offshore E Master Fund,107580,
Zalico Variable Annuity Separate Account ,,0.9999999999999998,58776,Zalico Variable Annuity Separate Account ,1510723.0,53912,,310188,
Argos Therapeutics,Pfm Therapeutics Master Fund,0.9005992548861226,28455,Argos Therapeutics,1105533.0,11832,Pfm Therapeutics Master Fund,146747,3278.0
Turncoin,,1.0,120802,Turncoin,1873837.0,53912,,310188,
First Southern Bancshares,,0.9999999999999999,159471,First Southern Bancshares,934302.0,53912,,310188,
Super Dispatch,,0.9999999999999999,82144,Super Dispatch,1729949.0,53912,,310188,
Western Wealth Capital Xl Us Investor,,0.9999999999999999,44581,Western Wealth Capital Xl Us Investor,1765922.0,53912,,310188,
Granite Point Capital,Point Capital Iii,0.7511543784483214,31867,Granite Point Capital,1460125.0,47,Point Capital Iii,283077,6152.0
Stellaservice,,1.0,32849,Stellaservice,1507534.0,53912,,310188,
Reactive Medical Labs,,1.0,127271,Reactive Medical Labs,1840563.0,53912,,310188,
Samlyn Onshore Fund,,1.0,7739,Samlyn Onshore Fund,1393721.0,53912,,310188,
Emindful,,1.0,98933,Emindful,1523752.0,53912,,310188,
Cambrian Partners,F Prime Capital Partners Hc Cambridge Fund Iv,0.96107603751089,28726,Cambrian Partners,1140575.0,11998,F Prime Capital Partners Hc Cambridge Fund Iv,168741,13596.0
Bullseye Spv  Netomi,,0.9999999999999998,114288,Bullseye Spv  Netomi,1854867.0,53912,,310188,
Savvy Group,,1.0,117985,Savvy Group,1870856.0,53912,,310188,
Onelook,,1.0,72432,Onelook,1799862.0,53912,,310188,
Diker Small Cap Fund,Sit Small Cap Fund,0.808811398425437,29423,Diker Small Cap Fund,1270623.0,6043,Sit Small Cap Fund,108271,
Aqr Global Market Alternative Premia Offshore Fund,Systematica Alternative Markets Master Fund Limited,0.9904236458203418,39714,Aqr Global Market Alternative Premia Offshore Fund,1707095.0,11052,Systematica Alternative Markets Master Fund Limited,173876,142111.0
Pasadena Private Real Estate Fund ,Geneva Real Estate Fund,0.8599272449236872,92618,Pasadena Private Real Estate Fund ,1824842.0,13512,Geneva Real Estate Fund,121629,2738.0
Jaguar Health,,0.9999999999999999,34960,Jaguar Health,1585608.0,53912,,310188,
Palisades Goldcorp,,1.0,63241,Palisades Goldcorp,1791972.0,53912,,310188,
Larp Holdings,Gcp Master Holdings,0.9216439013064643,40925,Larp Holdings,1725944.0,4256,Gcp Master Holdings,148687,
Fir Tree International Value Fund Ii,International Equity Trust Ii,0.9364426879863711,31321,Fir Tree International Value Fund Ii,1431699.0,12194,International Equity Trust Ii,105922,8376.0
Tep Next Decade,,0.9999999999999998,120871,Tep Next Decade,1875619.0,53912,,310188,
Bellevue Senior Housing,,1.0,47559,Bellevue Senior Housing,1771871.0,53912,,310188,
Corigin Ventures Fund Ii,Op Ventures Fund I,0.8872329095385604,54432,Corigin Ventures Fund Ii,1749020.0,60826,Op Ventures Fund I,319367,
Armistice Capital Fund Offshore,Teleo Capital Offshore,0.9368638041568371,58033,Armistice Capital Fund Offshore,1554378.0,51703,Teleo Capital Offshore,307203,
Goldcrest Capital River Spv,,0.9999999999999999,111673,Goldcrest Capital River Spv,1861462.0,53912,,310188,
Aristeia International,Paloma International,0.8125583242292009,61082,Aristeia International,1078762.0,9758,Paloma International,160328,75584.0
Liberty Heritage Fund,,1.0,32131,Liberty Heritage Fund,1469088.0,53912,,310188,
Strategic Energy Income Fund V,Global Energy Strategic Advantage Fund,0.8948981727012061,39205,Strategic Energy Income Fund V,1699602.0,30805,Global Energy Strategic Advantage Fund,152544,
Blackcrane Overseas Alpha Fund,,1.0,34228,Blackcrane Overseas Alpha Fund,1561628.0,53912,,310188,
Ca International Equity Cef Fund,Scs International Equity Fund,0.7099665336525812,55663,Ca International Equity Cef Fund,1714078.0,14846,Scs International Equity Fund,104702,237.0
Peppertree Capital Fund Viii Qp,Bain Capital Fund Viii E,0.9283907320159371,67222,Peppertree Capital Fund Viii Qp,1795302.0,4951,Bain Capital Fund Viii E,167487,
Modular Capital Management,White Mountain Capital Management,0.8690923033141132,163714,Modular Capital Management,1937711.0,9783,White Mountain Capital Management,169974,8804.0
Decentra Pool I Spv,,1.0,140037,Decentra Pool I Spv,1904480.0,53912,,310188,
Sperta,,1.0,122267,Sperta,1877893.0,53912,,310188,
Candente Copper,,1.0,28757,Candente Copper,1145217.0,53912,,310188,
Hilltop Securities,,1.0,10649,Hilltop Securities,891055.0,53912,,310188,
Cipherloc,,1.0,22184,Cipherloc,1022505.0,53912,,310188,
Early Bird Medical,,1.0,77986,Early Bird Medical,1804895.0,53912,,310188,
Wone,,0.9999999999999999,43748,Wone,1759066.0,53912,,310188,
Ap Rome Invest,,1.0,125155,Ap Rome Invest,1882349.0,53912,,310188,
Lsv U S Large Cap Long Short Fund,,1.0,30696,Lsv U S Large Cap Long Short Fund,1389648.0,53912,,310188,
Baupost Value Partners Iii,,0.9999999999999998,28633,Baupost Value Partners Iii,1130708.0,53912,,310188,
Macatawa Bank,,1.0,8019,Macatawa Bank,1053584.0,53912,,310188,
Margin Of Safety Fund,Cafe Fund,0.9393167228912512,29107,Margin Of Safety Fund,1211481.0,14261,Cafe Fund,104942,4835.0
In Fund I A Series Of Dv Deals,Des Fund I A Series Of Mv Funds,0.8174266355182915,93771,In Fund I A Series Of Dv Deals,1830628.0,54213,Des Fund I A Series Of Mv Funds,311231,
Volley Software,,1.0,88507,Volley Software,1821669.0,53912,,310188,
Sf Rc Pool Reit Ii,,1.0,140875,Sf Rc Pool Reit Ii,1905392.0,53912,,310188,
Abrams Bison Partners,,1.0,8387,Abrams Bison Partners,1317587.0,53912,,310188,
Alwyne Partners,Kayne Partners Fund Iii,0.953842607144306,41544,Alwyne Partners,1733382.0,6626,Kayne Partners Fund Iii,104536,982.0
Class D Segregated Portfolio Of Fort Global Offshore Fund Spc, Segregated Portfolio A Segregated Portfolio Of Sciens Real Assets Offshore Fund Spc,0.6816549180622494,54011,Class D Segregated Portfolio Of Fort Global Offshore Fund Spc,1593360.0,56609, Segregated Portfolio A Segregated Portfolio Of Sciens Real Assets Offshore Fund Spc,299996,
Salient Mlp Fund,,1.0000000000000002,31079,Salient Mlp Fund,1415987.0,53912,,310188,
Breethe,,1.0,36387,Breethe,1631734.0,53912,,310188,
Congruent Ventures Ii, Ventures,0.855850118545721,78266,Congruent Ventures Ii,1804192.0,60788, Ventures,322559,
Tpi Vidmob Investment I,,0.9999999999999999,101691,Tpi Vidmob Investment I,1839945.0,53912,,310188,
Cynvenio Biosystems,,1.0,31552,Cynvenio Biosystems,1445789.0,53912,,310188,
Yedid Advantage Fund,Cr Advantage,0.8428507186382342,31018,Yedid Advantage Fund,1412384.0,2554,Cr Advantage,283476,12569.0
Creandum Vi D Ab,,0.9999999999999999,154259,Creandum Vi D Ab,1914477.0,53912,,310188,
Jet Capital Concentrated Offshore Fund,Coherence Capital Spectrum Fund Offshore,0.892961562745873,33894,Jet Capital Concentrated Offshore Fund,1549328.0,14050,Coherence Capital Spectrum Fund Offshore,162898,
Washington Harbour Trust,,1.0,124090,Washington Harbour Trust,1876829.0,53912,,310188,
Around U,,1.0000000000000002,72440,Around U,1800073.0,53912,,310188,
York Asian Strategic Metric Master,Oasis Japan Strategic Fund,0.9798312883614735,58805,York Asian Strategic Metric Master,1716329.0,29787,Oasis Japan Strategic Fund,167452,4817.0
Fastcap Systems,Systematica Synergy Fund,0.9941067086018847,32465,Fastcap Systems,1488336.0,17862,Systematica Synergy Fund,289336,
Ir Intermediate Credit Fund,Anchorage Short Credit Intermediate Fund,0.8276149813156023,37243,Ir Intermediate Credit Fund,1653908.0,12032,Anchorage Short Credit Intermediate Fund,163779,
Bluemountain Cais Ca,,1.0,35296,Bluemountain Cais Ca,1598413.0,53912,,310188,
Mso Iii A Series Of Bengal Capital Ventures,Fund Ii A Series Of Verve Ventures,0.9407993682815207,90138,Mso Iii A Series Of Bengal Capital Ventures,1823560.0,51748,Fund Ii A Series Of Verve Ventures,307177,
Shopone Jv Reit,,1.0,177787,Shopone Jv Reit,1956720.0,53912,,310188,
Western Alternative Strategies Gps V Series,Capital Group Alternative Strategies Master Fund,0.847560763571072,179611,Western Alternative Strategies Gps V Series,1962240.0,790,Capital Group Alternative Strategies Master Fund,170017,10985.0
Pivot Holdings Iii,,1.0,43127,Pivot Holdings Iii,1748624.0,53912,,310188,
Nulegacy Gold,Legacy I,0.9333450471186475,32756,Nulegacy Gold,1502758.0,846,Legacy I,156640,
Gulfstream Opportunity Fund,Stelliam Opportunity Fund,0.9514350622869093,60625,Gulfstream Opportunity Fund,1340970.0,9915,Stelliam Opportunity Fund,156690,3344.0
Iambic,,1.0,104821,Iambic,1845678.0,53912,,310188,
Jp Place,Exchange Place,0.9697627143000767,132547,Jp Place,1893801.0,3615,Exchange Place,107738,259.0
Ironsides Partnership Fund V,Brinson Partnership Fund  Primary Fund,0.965051314312649,42097,Ironsides Partnership Fund V,1738032.0,7152,Brinson Partnership Fund  Primary Fund,109358,4132.0
Partners Capital Kestrel Fund Series H,Fitness Capital Partners,0.9536059841388614,46774,Partners Capital Kestrel Fund Series H,1770435.0,1593,Fitness Capital Partners,161570,
Patio Kitchen,,0.9999999999999999,158578,Patio Kitchen,1930178.0,53912,,310188,
Med Smart Group,,1.0,49501,Med Smart Group,1775311.0,53912,,310188,
Bai Opportunity I,Di Opportunity Fund,0.7024439602110876,128843,Bai Opportunity I,1887071.0,11998,Di Opportunity Fund,168741,13596.0
Choice Entry Fund I,,1.0,90634,Choice Entry Fund I,1817608.0,53912,,310188,
Cvi Clean Energy Fund C Ii,Lansdowne Clean Energy Fund,0.9843775739558077,160119,Cvi Clean Energy Fund C Ii,1921790.0,2103,Lansdowne Clean Energy Fund,172244,4883.0
Cvg Sherwood Palms,,0.9999999999999999,107848,Cvg Sherwood Palms,1853453.0,53912,,310188,
Osmo Systems,,0.9999999999999998,108360,Osmo Systems,1716708.0,53912,,310188,
Bbr Fixed Income Opportunities Fund,Credit Opportunities Fund Pgim Fixed Income Alternatives Master Fund Icav,0.8767726915157665,91865,Bbr Fixed Income Opportunities Fund,1825429.0,7609,Credit Opportunities Fund Pgim Fixed Income Alternatives Master Fund Icav,105676,245.0
Cmwa Private Equity ,Private Equity Polaris,0.9240022841245632,87894,Cmwa Private Equity ,1811768.0,3615,Private Equity Polaris,107738,259.0
Helium Systems,,1.0,36053,Helium Systems,1619966.0,53912,,310188,
Charles Street Sector Analysis Fund,,0.9999999999999998,55448,Charles Street Sector Analysis Fund,1431046.0,53912,,310188,
Fund  A Series Of Bayshore Investments Master,Pre Fund I A Series Of Chris Golda Investments,0.9613912104946984,129757,Fund  A Series Of Bayshore Investments Master,1883753.0,50135,Pre Fund I A Series Of Chris Golda Investments,304833,
Caz Equity Alpha Fund,Diversified Alpha Small Cap Equity Fund,0.9332369956497273,39937,Caz Equity Alpha Fund,1709980.0,4195,Diversified Alpha Small Cap Equity Fund,107173,13157.0
Kennedy Court,,1.0,109848,Kennedy Court,1858686.0,53912,,310188,
Lsv Special Opportunities Fund V,Special Value Opportunities Fund,0.8094263794593767,37401,Lsv Special Opportunities Fund V,1659131.0,13573,Special Value Opportunities Fund,132205,
Avenue Aviation Opportunities Fund Iii Onshore,Avenue Europe Select Opportunities Fund,0.8767813938801718,65598,Avenue Aviation Opportunities Fund Iii Onshore,1794166.0,14269,Avenue Europe Select Opportunities Fund,131937,
Ti Fund I A Series Of Saxecap,Li Fund I A Series Of Mv Funds,0.9864819771236966,150357,Ti Fund I A Series Of Saxecap,1917144.0,54213,Li Fund I A Series Of Mv Funds,311231,
Mo Fund I A Series Of Incisive Ventures,Fund I A Series Of Sancus Ventures,0.8169681188227126,119681,Mo Fund I A Series Of Incisive Ventures,1873638.0,60797,Fund I A Series Of Sancus Ventures,321680,
Orbiit,,1.0,112017,Orbiit,1862702.0,53912,,310188,
Osso Multifamily I A,Cdk Multifamily I,0.8365245263128889,101414,Osso Multifamily I A,1842499.0,6537,Cdk Multifamily I,123939,
Bwa  Capital Partners,Sancta Capital Partners,0.9061596930094461,175163,Bwa  Capital Partners,1955622.0,60785,Sancta Capital Partners,322831,
Dbl Digital Smart Beta Series I,,0.9999999999999999,80974,Dbl Digital Smart Beta Series I,1809536.0,53912,,310188,
Centaur Analytics,,0.9999999999999999,60647,Centaur Analytics,1685652.0,53912,,310188,
Marshall Wace Funds Mw Eureka Plus Us Fund,,0.9999999999999999,41381,Marshall Wace Funds Mw Eureka Plus Us Fund,1731594.0,53912,,310188,
Atlas Institutional Fund,Coatue Institutional Fund I,0.8516829375793785,31244,Atlas Institutional Fund,1426895.0,4526,Coatue Institutional Fund I,157910,2459.0
Ulab Systems,,1.0,108940,Ulab Systems,1856945.0,53912,,310188,
Fund Fg Rra A Series Of Forge Investments,Fo Fund I A Series Of Chris Golda Investments,0.9024712242479216,38172,Fund Fg Rra A Series Of Forge Investments,1676065.0,50135,Fo Fund I A Series Of Chris Golda Investments,304833,
Techu Angels Venture Partners Series T,Teton Venture Partners I,0.9681576461836583,62222,Techu Angels Venture Partners Series T,1791509.0,7317,Teton Venture Partners I,138111,2377.0
Vascarta,Itasca Capital Partners,0.9854371598820644,89972,Vascarta,1823616.0,8786,Itasca Capital Partners,108417,922.0
Prologis Targeted Us Logistics Reit,,1.0,29777,Prologis Targeted Us Logistics Reit,1308526.0,53912,,310188,
Jw Childs Equity Partners V,Us Equity Partners Ii,0.9071196823445752,40879,Jw Childs Equity Partners V,1725347.0,14693,Us Equity Partners Ii,160339,
Intersect Ventures Ii, Ventures,0.8174477518409602,163710,Intersect Ventures Ii,1937695.0,60788, Ventures,322559,
Wear Pact,,1.0,37735,Wear Pact,1668136.0,53912,,310188,
Delta Onshore,,1.0,8479,Delta Onshore,1297621.0,53912,,310188,
Partners Group Private Equity Master Fund,Starr Private Equity Partners V,0.8045610266003455,31571,Partners Group Private Equity Master Fund,1447247.0,47180,Starr Private Equity Partners V,297886,
Talcott Resolution Life Insurance Icmg Series Iv,,0.9999999999999999,28887,Talcott Resolution Life Insurance Icmg Series Iv,1170473.0,53912,,310188,
Cello Fixed Income Domestic Fund,Highland Core Fixed Income Fund,0.9689255055202131,33582,Cello Fixed Income Domestic Fund,1538353.0,1603,Highland Core Fixed Income Fund,104948,11646.0
Rapamycin Holdings,Coin Capital Holdings,0.9702369965645257,34906,Rapamycin Holdings,1582949.0,45749,Coin Capital Holdings,289961,
Flueid Software,,0.9999999999999999,104674,Flueid Software,1846986.0,53912,,310188,
Pacific Rock Partners,Table Rock Partners Fund,0.9218365655532635,31584,Pacific Rock Partners,1448291.0,60821,Table Rock Partners Fund,323164,
Sh Fund I A Series Of Angellist Forefront Venture Partners Funds, Fund I A Series Of Angellist Funds,0.769758997813857,90722,Sh Fund I A Series Of Angellist Forefront Venture Partners Funds,1825557.0,8051, Fund I A Series Of Angellist Funds,167700,
Edgestream Sumatra Fund,,1.0,58386,Edgestream Sumatra Fund,1216946.0,53912,,310188,
Northleaf Secondary Partners Iii,Velocis Secondary Partners Ii,0.9075244673677528,132265,Northleaf Secondary Partners Iii,1892863.0,55421,Velocis Secondary Partners Ii,313345,
Scopia Long Qp,,1.0,64527,Scopia Long Qp,1657797.0,53912,,310188,
Junction Resource Partners, North Resource Partners Ii,0.887779361566089,50463,Junction Resource Partners,1777211.0,11998, North Resource Partners Ii,168741,13596.0
Americana Portfolio Viii,,1.0,113747,Americana Portfolio Viii,1809088.0,53912,,310188,
Crcm Institutional Master Fund Bvi,Coatue Institutional Fund I,0.9547790176348253,55272,Crcm Institutional Master Fund Bvi,1470845.0,4526,Coatue Institutional Fund I,157910,2459.0
Underline Infrastructure Services,Energy Infrastructure Fund,0.8837381510828082,168171,Underline Infrastructure Services,1944329.0,6626,Energy Infrastructure Fund,104536,982.0
Arep Bear Creek Apartments,,0.9999999999999999,157624,Arep Bear Creek Apartments,1926840.0,53912,,310188,
Georgia Opportunity,Di Opportunity Fund,0.9540952683113156,176277,Georgia Opportunity,1957470.0,11998,Di Opportunity Fund,168741,13596.0
Commonfund Institutional Multi Strategy Bond Fund,Multi Strategy Institutional Fund,0.6690205896778021,31629,Commonfund Institutional Multi Strategy Bond Fund,1451732.0,7587,Multi Strategy Institutional Fund,174762,141957.0
Ultrasolar Technology,Disruptive Technology Solutions Biotechnology,0.8843409708581692,113639,Ultrasolar Technology,1532785.0,22789,Disruptive Technology Solutions Biotechnology,164828,103094.0
Fli Select Equity Fund,Chilton Select Equity Fund,0.824951490391228,27318,Fli Select Equity Fund,915048.0,14846,Chilton Select Equity Fund,104702,237.0
Feusra,,0.9999999999999999,102089,Feusra,1843935.0,53912,,310188,
V Holdings Aiv Ceres I,V Vc Spv Holdings Ii,0.8999547310833003,172199,V Holdings Aiv Ceres I,1951012.0,31307,V Vc Spv Holdings Ii,281489,
Aregua Partners,,1.0,35013,Aregua Partners,1588162.0,53912,,310188,
Acacia Property ,India Property Fund Ii Pte,0.943824252829799,152363,Acacia Property ,1919502.0,9601,India Property Fund Ii Pte,166619,
Flint Capital Iii,Point Capital Iii,0.7861655522243641,150666,Flint Capital Iii,1916852.0,47,Point Capital Iii,283077,6152.0
Panagora Risk Parity Multi Asset Fund C,,0.9999999999999998,66910,Panagora Risk Parity Multi Asset Fund C,1649763.0,53912,,310188,
Equeum,,0.9999999999999999,47432,Equeum,1771668.0,53912,,310188,
Crystal Capital Strategies Master Fund,Capital Group Alternative Strategies Master Fund,0.8569229516298277,35500,Crystal Capital Strategies Master Fund,1604395.0,790,Capital Group Alternative Strategies Master Fund,170017,10985.0
 Uk Small Cap Best Ideas Fund,Sit Small Cap Fund,0.9032412873512419,63820, Uk Small Cap Best Ideas Fund,1757677.0,6043,Sit Small Cap Fund,108271,
Benefit Street Credit Alpha Fund,Camden Credit Alpha Plus Fund,0.9527909619005651,33688,Benefit Street Credit Alpha Fund,1543162.0,5569,Camden Credit Alpha Plus Fund,106772,839.0
Sagacia Offshore Fund,Anchorage Short Credit Offshore Fund,0.9698284617244216,41896,Sagacia Offshore Fund,1736063.0,12032,Anchorage Short Credit Offshore Fund,163779,
Lantos Technologies,Disruptive Technology Solutions Biotechnology,0.9133697052478468,95671,Lantos Technologies,1833665.0,22789,Disruptive Technology Solutions Biotechnology,164828,103094.0
Hadron Fund,,0.9999999999999999,33000,Hadron Fund,1513386.0,53912,,310188,
Aberdeen Standard Us Private Equity Ix Offshore,Aberdeen Us Private Equity Ii,0.6835192059931817,97177,Aberdeen Standard Us Private Equity Ix Offshore,1831532.0,12146,Aberdeen Us Private Equity Ii,105496,98.0
Bering Partners Ii,Spo Partners Ii,0.9210634094675867,82316,Bering Partners Ii,1811512.0,11933,Spo Partners Ii,157279,12515.0
Oa Fund Ii A Series Of Schnitzel Capital Al,,0.9999999999999998,177255,Oa Fund Ii A Series Of Schnitzel Capital Al,1946300.0,53912,,310188,
Acadian Global Equity Fund,Barings Global Equity Fund,0.8327967266375428,30913,Acadian Global Equity Fund,1405788.0,4530,Barings Global Equity Fund,105724,5713.0
Exacis Biotherapeutics,,0.9999999999999999,102103,Exacis Biotherapeutics,1844030.0,53912,,310188,
Math Talk Pbc,,0.9999999999999999,52750,Math Talk Pbc,1781502.0,53912,,310188,
Cdk Emerging Markets,Emerging Markets Equity Fund,0.8475454397095956,32499,Cdk Emerging Markets,1489548.0,790,Emerging Markets Equity Fund,170017,10985.0
Citadel Wellington,,1.0,30000,Citadel Wellington,1331308.0,53912,,310188,
Fo Fund Ii A Series Of Moving Capital,Mo Fund Ii A Series Of Mv Funds,0.8743995138195817,110216,Fo Fund Ii A Series Of Moving Capital,1859142.0,54213,Mo Fund Ii A Series Of Mv Funds,311231,
Rothschild Small Mid Cap Fund,,0.9999999999999998,67000,Rothschild Small Mid Cap Fund,1261501.0,53912,,310188,
Ys Vc Tpqf I,Ys Dislo Tpqpf I,0.8757194771225912,148034,Ys Vc Tpqf I,1911948.0,4207,Ys Dislo Tpqpf I,282487,
Dots Technology,Disruptive Technology Solutions Biotechnology,0.7609539457658702,120744,Dots Technology,1652512.0,22789,Disruptive Technology Solutions Biotechnology,164828,103094.0
Eah Cranbrook,,1.0,134053,Eah Cranbrook,1895346.0,53912,,310188,
Gro Biosciences,,0.9999999999999999,40272,Gro Biosciences,1715412.0,53912,,310188,
Plantx Life,,1.0,97655,Plantx Life,1554720.0,53912,,310188,
Sepiida,,1.0,70122,Sepiida,1798072.0,53912,,310188,
Founders Properties Income Fund Vi Lllp,,0.9999999999999998,160012,Founders Properties Income Fund Vi Lllp,1932182.0,53912,,310188,
Cambrian Fund,,1.0,38535,Cambrian Fund,1683710.0,53912,,310188,
Ridge Equity,Edgestone Capital Equity Fund Iii,0.9949505520294811,63597,Ridge Equity,1792755.0,2704,Edgestone Capital Equity Fund Iii,281846,
Plurilock Security Solutions,,1.0,91135,Plurilock Security Solutions,1824922.0,53912,,310188,
